caseid,srv_spend,campfin,immig_legal,immig_numb,equalpay,parleave,crimespend,death,terror_worry,minwage,healthspend,childcare,getahead,freetrade
451,1,6,6,7,1,1,3,1,9,2,7,6,5,6
452,1,3,3,5,6,2,3,1,3,4,5,4,3,3
453,3,4,4,4,4,4,4,3,2,1,2,2,2,4
454,7,3,1,4,1,1,2,7,9,1,1,1,1,7
455,2,1,2,4,1,1,4,6,3,1,5,5,2,1
456,5,1,2,4,1,2,4,5,4,1,3,3,2,4
457,2,1,2,5,1,5,4,1,1,2,6,6,2,4
458,997,1,4,4,4,4,4,3,9,2,4,3,2,5
459,7,1,7,6,1,1,1,6,9,1,1,1,1,7
460,3,3,6,6,2,5,3,1,9,1,5,7,3,5
461,4,5,2,2,1,1,2,2,2,1,3,2,2,6
462,4,4,5,4,1,3,3,1,9,1,3,3,2,4
463,4,1,1,4,1,2,5,2,4,1,3,3,2,2
464,7,1,1,1,1,1,1,1,3,1,1,1,5,1
465,1,7,4,7,7,7,4,1,9,4,7,7,3,2
466,6,4,2,2,1,2,3,7,2,2,2,2,2,3
467,1,1,1,4,1,1,7,7,5,4,4,4,2,1
468,1,7,2,3,4,6,4,2,2,2,6,5,3,6
469,4,4,1,5,1,1,5,4,9,1,3,4,4,5
470,7,1,1,1,1,1,1,1,1,1,1,1,5,1
471,4,4,3,3,4,5,5,4,9,2,4,4,2,5
472,2,7,6,7,4,4,7,3,9,4,7,7,4,4
473,4,1,2,5,1,4,3,4,3,1,4,4,2,3
474,3,1,3,4,7,7,4,1,9,2,2,4,2,4
475,6,1,6,6,1,1,2,2,3,2,3,2,3,4
476,1,1,7,7,1,4,4,1,1,2,7,7,4,4
477,3,1,7,7,1,2,2,2,9,1,7,7,3,6
478,4,4,1,4,1,1,4,4,5,1,4,4,5,4
479,3,4,1,2,1,4,4,1,9,2,5,6,5,2
480,4,2,5,5,5,3,5,2,4,1,3,4,2,5
481,7,1,1,4,1,1,1,1,9,1,1,1,2,1
482,4,4,4,4,1,3,2,2,2,2,4,4,3,4
483,6,1,1,1,1,1,1,7,3,1,1,1,3,4
484,4,4,3,4,4,1,5,4,4,1,4,4,2,4
485,6,4,2,3,2,2,3,1,2,1,1,1,2,3
486,3,4,3,4,4,4,3,2,4,2,4,4,3,5
487,7,3,5,4,1,2,3,4,3,1,3,3,4,3
488,3,4,3,4,4,1,3,1,9,2,4,4,3,3
489,6,1,2,3,1,1,2,6,3,1,1,1,4,5
490,1,7,2,4,7,7,7,2,4,4,7,7,4,6
491,5,7,4,4,1,1,2,7,9,2,4,3,2,4
492,4,4,4,4,4,4,4,4,3,1,5,5,3,4
493,4,4,4,6,1,1,2,4,2,2,6,4,2,4
494,3,5,7,7,2,3,3,7,2,2,2,2,3,2
495,7,4,4,3,1,1,1,3,9,1,1,1,1,4
496,997,4,2,3,1,1,2,1,9,1,3,3,2,3
497,6,1,4,5,1,1,3,4,4,1,2,4,2,7
498,5,1,2,4,1,1,1,2,9,1,2,4,3,2
499,7,7,4,5,1,3,2,7,4,1,1,1,1,3
500,6,1,2,2,1,1,3,6,9,1,1,2,2,4
501,3,4,3,4,1,1,4,2,4,2,5,2,4,3
502,4,4,6,4,1,1,3,4,9,1,2,3,4,4
503,5,4,4,6,4,4,2,1,2,2,4,4,4,7
504,2,1,1,4,1,2,4,1,2,4,4,4,2,2
505,4,4,1,4,1,4,4,1,9,1,2,4,5,4
506,5,5,2,4,1,1,1,6,2,1,1,3,4,3
507,2,4,6,6,1,2,2,1,1,1,3,3,3,1
508,7,4,6,6,1,1,5,1,1,1,3,6,2,4
509,2,1,5,7,1,3,5,2,2,2,6,4,2,4
510,2,2,1,4,1,3,4,1,3,4,6,6,4,7
511,3,1,3,3,7,1,6,2,1,9,2,7,6,7
512,997,7,4,4,1,2,2,6,9,1,2,4,3,4
513,1,7,7,7,7,3,7,1,9,4,7,7,1,7
514,4,4,4,5,4,3,2,1,3,1,2,4,2,6
515,1,7,2,2,1,4,7,1,3,4,7,7,5,4
516,3,4,1,4,1,4,4,6,9,2,6,7,4,4
517,997,7,1,6,4,2,2,2,1,2,4,4,4,4
518,7,1,1,2,1,1,4,7,5,1,1,1,2,5
519,7,1,3,7,1,1,3,1,1,1,2,3,1,3
520,1,7,7,7,1,7,4,1,9,2,7,7,1,3
521,2,6,1,2,2,3,3,3,2,2,5,5,3,5
522,1,6,2,7,3,6,4,1,1,2,7,5,3,7
523,997,7,1,4,1,1,2,2,5,1,1,1,2,7
524,2,1,4,7,1,1,7,1,1,2,7,7,1,7
525,7,5,2,4,1,1,1,4,3,1,1,1,5,2
526,997,4,3,3,4,4,4,3,9,1,3,4,3,4
527,1,4,6,6,4,6,1,1,1,3,6,7,4,7
528,4,2,2,4,1,1,2,6,3,1,2,2,1,4
529,5,1,2,4,1,1,2,7,9,1,1,4,2,2
530,2,7,2,4,1,1,4,1,1,1,4,4,5,4
531,4,5,2,4,1,4,4,2,3,2,6,4,2,4
532,1,1,1,1,1,4,7,7,4,1,4,4,3,1
533,2,1,2,4,1,2,1,3,9,1,4,5,2,5
534,7,4,4,4,1,1,1,1,9,1,1,1,1,4
535,997,3,3,4,3,4,5,7,9,2,5,3,3,4
536,1,2,2,4,6,7,4,3,9,4,7,7,3,4
537,7,7,2,4,1,2,4,4,9,1,2,4,3,2
538,7,2,4,4,5,1,1,7,1,1,1,1,4,4
539,5,4,2,3,1,1,1,2,9,1,2,1,3,2
540,2,1,3,4,3,1,1,1,9,1,3,4,3,4
541,2,4,2,5,1,5,1,1,9,2,5,4,2,7
542,7,1,1,1,1,1,2,7,9,1,3,2,3,4
543,5,3,4,5,2,1,3,3,4,1,4,5,2,3
544,4,2,2,3,2,3,4,3,4,1,4,4,4,3
545,5,4,5,5,1,1,1,5,1,1,1,1,2,4
546,5,1,2,4,1,1,3,4,5,1,3,4,2,4
547,2,1,5,5,1,5,4,2,4,1,4,4,2,4
548,1,4,3,5,4,2,6,1,9,1,6,4,4,4
549,5,5,6,6,1,1,4,1,1,1,3,2,3,3
550,2,2,2,4,1,2,2,1,1,2,3,1,2,5
551,5,1,2,4,1,2,3,3,3,1,4,4,2,3
552,6,4,6,6,1,4,4,2,2,1,4,4,2,4
553,4,3,6,4,5,4,2,2,2,4,1,4,3,9
554,7,1,1,1,1,1,5,7,9,1,1,1,3,4
555,5,4,7,7,4,4,4,4,1,1,1,1,2,1
556,1,1,7,1,1,4,1,1,9,2,4,1,1,1
557,4,2,5,6,1,1,2,3,1,1,1,3,1,5
558,3,4,4,4,1,2,2,1,9,1,4,4,3,4
559,6,2,1,2,1,1,5,5,3,1,2,2,3,3
560,3,1,1,5,1,1,4,1,2,1,4,5,3,3
561,6,1,3,1,1,1,4,7,2,1,3,1,2,1
562,5,3,2,3,1,2,4,7,3,1,2,1,3,2
563,2,1,2,4,1,2,2,3,1,2,4,3,3,3
564,1,1,2,7,7,7,7,3,5,4,7,7,5,1
565,5,1,2,3,1,1,2,7,4,1,1,2,3,2
566,4,2,2,4,1,2,2,2,2,1,2,2,2,4
567,1,3,2,7,1,1,4,1,1,2,4,4,2,3
568,2,6,3,4,3,2,6,3,2,1,2,2,5,3
569,7,1,1,1,1,1,1,1,2,1,1,1,4,1
570,1,1,1,4,1,7,1,1,1,2,7,7,5,1
571,5,3,5,7,4,4,5,2,2,2,5,4,1,4
572,3,4,6,5,4,4,4,1,9,2,6,4,3,4
573,7,2,4,4,3,3,4,3,3,2,3,3,3,3
574,4,3,2,2,2,2,4,3,9,1,4,4,2,2
575,7,4,7,7,1,1,1,7,3,1,1,1,5,4
576,6,1,2,3,1,1,3,5,4,1,2,3,2,4
577,2,4,2,7,4,6,2,1,1,4,7,7,4,7
578,997,2,5,2,1,1,4,4,2,1,4,4,2,5
579,2,1,2,5,1,3,4,3,2,1,3,3,3,5
580,7,4,1,2,2,1,1,2,9,2,2,1,2,1
581,7,1,4,4,1,1,7,7,5,1,1,1,2,7
582,3,4,1,3,1,2,2,1,2,1,2,3,3,3
583,997,1,7,7,7,7,1,1,9,4,7,7,1,7
584,4,2,4,5,1,3,2,1,9,4,7,4,4,5
585,4,6,6,6,1,5,4,3,9,1,5,6,2,4
586,5,1,1,4,2,1,3,6,4,1,1,1,3,6
587,6,1,2,4,1,1,3,7,5,1,2,2,2,4
588,7,1,4,5,1,1,1,4,9,1,1,1,1,5
589,7,1,1,1,2,4,7,7,9,1,1,3,4,5
590,3,1,7,7,1,7,7,7,9,1,1,4,1,5
591,1,4,5,7,1,1,3,1,1,1,4,5,3,4
592,6,2,2,1,2,3,1,2,9,1,2,2,3,3
593,3,4,4,2,2,1,5,1,9,2,4,5,2,4
594,7,6,2,4,1,1,1,7,1,1,1,1,5,2
595,4,5,2,4,4,7,1,1,9,2,3,7,4,4
596,5,7,7,4,5,4,4,4,9,4,4,4,5,4
597,4,2,2,4,1,1,4,1,3,1,3,5,2,3
598,5,1,2,2,2,2,2,6,9,1,2,2,3,1
599,4,4,4,4,1,4,1,3,5,1,3,4,3,2
600,997,4,5,4,1,2,3,1,1,1,3,3,2,4
601,2,1,2,5,1,1,1,7,9,4,1,4,3,3
602,6,2,2,2,1,1,2,7,3,1,2,2,2,2
603,997,6,6,7,1,2,1,1,3,1,3,4,2,3
604,5,1,1,2,1,1,4,5,5,1,2,1,3,1
605,5,1,6,6,1,2,2,6,5,1,1,3,2,2
606,997,4,7,7,1,1,5,2,2,1,3,2,2,4
607,2,6,6,7,6,4,3,1,1,2,5,7,2,5
608,1,7,2,5,7,1,2,1,5,2,7,7,2,4
609,5,2,4,2,4,3,2,2,9,1,1,5,1,1
610,7,1,1,4,1,1,4,1,1,2,3,1,4,1
611,4,6,2,4,1,1,2,3,1,1,4,3,4,7
612,2,3,1,2,1,3,2,1,1,1,1,4,2,6
613,5,1,3,4,1,1,6,6,5,2,3,3,3,5
614,7,4,4,4,4,4,4,4,9,1,4,4,3,4
615,5,1,2,4,1,1,2,3,9,1,2,3,3,4
616,4,4,4,3,1,2,2,3,3,1,3,2,3,2
617,4,4,4,4,4,4,4,4,3,2,4,4,3,4
618,7,7,2,2,1,1,2,7,4,1,1,1,2,6
619,997,4,4,4,4,4,3,4,9,2,1,1,3,4
620,4,1,2,3,1,2,2,5,9,2,3,4,2,2
621,4,4,7,7,1,1,3,1,1,1,1,1,1,4
622,6,1,1,1,1,1,2,4,9,1,2,1,2,4
623,1,1,4,6,1,2,1,3,9,2,5,4,2,5
624,4,4,4,4,4,4,4,4,9,2,3,4,3,4
625,5,4,4,4,4,4,4,1,3,3,4,4,3,4
626,2,2,2,4,2,4,4,2,4,2,4,4,4,3
627,4,1,4,7,1,1,1,1,9,2,2,4,1,6
628,997,4,4,4,4,4,4,4,9,1,4,4,1,4
629,4,7,2,3,1,2,3,1,1,1,7,4,5,3
630,997,5,5,6,3,2,4,4,9,1,3,4,3,4
631,3,2,1,4,1,1,3,2,3,1,3,4,3,3
632,4,3,1,4,1,1,3,3,3,1,4,4,2,4
633,3,4,2,4,1,1,2,2,3,2,6,3,4,3
634,7,4,4,4,1,7,1,1,9,1,1,2,5,7
635,997,7,3,6,1,2,2,1,3,2,4,4,3,3
636,7,1,1,1,1,1,2,7,5,1,1,1,2,4
637,4,6,4,7,1,1,5,4,5,2,1,1,1,7
638,2,7,1,5,1,4,3,1,9,2,3,4,5,5
639,2,1,3,3,1,3,2,1,2,4,4,3,2,1
640,997,3,2,3,1,1,2,1,1,1,1,2,4,2
641,997,4,4,4,4,4,4,4,9,2,4,4,3,4
642,7,4,5,4,7,1,1,1,9,1,4,1,1,4
643,4,5,4,5,2,1,3,5,2,1,2,2,1,3
644,7,4,7,7,7,7,7,7,5,3,7,7,2,7
645,1,4,4,4,1,1,4,3,9,4,7,5,3,4
646,5,2,5,6,1,1,3,6,9,1,2,3,2,4
647,997,4,4,4,4,4,4,4,9,2,4,4,3,4
648,4,1,2,4,1,4,4,6,5,1,4,4,2,4
649,4,1,2,2,1,1,4,4,4,1,2,4,2,4
650,5,1,2,3,1,1,1,2,4,1,2,1,2,3
651,5,1,3,6,1,1,2,2,3,1,2,2,2,3
652,4,4,3,5,1,2,4,2,3,1,2,3,2,3
653,4,1,7,5,1,4,2,1,2,1,2,4,2,2
654,3,2,2,2,4,3,3,1,4,1,3,4,4,2
655,4,4,4,4,4,2,3,4,5,2,2,2,1,4
656,6,2,1,4,1,4,2,5,9,1,2,4,3,2
657,5,3,2,4,1,1,4,4,9,1,2,3,2,3
658,5,4,5,7,2,6,2,1,2,1,3,1,3,2
659,997,4,4,6,1,1,2,4,2,1,1,1,1,4
660,1,2,1,4,1,2,2,1,9,4,6,6,2,7
661,7,1,1,1,1,1,1,1,1,1,1,1,1,1
662,1,7,1,1,7,7,6,2,4,4,7,7,2,1
663,997,4,4,4,1,5,2,4,4,1,5,4,3,4
664,2,6,2,4,6,2,2,4,3,2,3,2,3,4
665,3,1,5,5,1,1,3,4,2,1,2,3,1,3
666,2,4,6,7,7,7,6,4,1,2,4,7,3,4
667,3,2,4,4,1,1,1,4,2,1,1,2,3,4
668,997,4,4,4,1,2,4,7,4,1,2,4,4,4
669,7,2,3,3,3,3,3,3,3,2,4,4,3,3
670,997,4,6,6,4,2,4,2,9,1,2,4,2,4
671,4,4,4,4,4,4,4,2,2,2,4,4,3,4
672,5,3,1,2,1,1,2,7,4,1,2,2,2,5
673,4,1,6,4,1,6,2,1,9,1,1,1,5,1
674,1,4,1,1,7,7,6,4,9,4,7,7,3,1
675,5,1,2,4,1,1,3,6,4,1,2,4,2,5
676,4,3,1,2,1,2,2,7,9,1,2,4,3,3
677,997,4,2,5,1,4,4,1,2,1,4,2,2,1
678,5,7,1,2,1,1,2,4,3,1,1,2,2,3
679,6,3,1,1,1,2,4,5,9,2,1,1,2,4
680,4,3,2,3,3,3,5,7,1,1,5,5,2,4
681,6,2,4,3,3,4,2,3,1,2,3,4,3,2
682,7,1,6,7,1,1,1,1,9,1,1,1,1,6
683,5,3,5,4,1,1,4,4,3,1,1,1,2,5
684,6,1,2,4,1,1,3,7,4,1,2,2,2,6
685,4,4,2,3,1,1,4,5,9,1,2,2,4,4
686,4,1,4,4,1,1,2,2,5,1,3,2,3,2
687,3,4,4,7,1,2,2,1,3,1,2,2,1,4
688,1,1,7,7,7,1,1,3,2,2,7,7,4,5
689,7,2,5,5,1,1,2,2,9,1,1,1,4,2
690,1,4,2,5,1,1,4,1,1,1,5,4,3,4
691,997,4,2,4,2,1,3,6,5,1,2,1,1,5
692,7,4,4,4,4,4,4,4,3,1,1,1,2,1
693,1,5,3,5,4,2,3,1,3,1,6,2,2,2
694,3,4,2,4,2,1,2,1,3,1,3,7,2,2
695,5,2,1,3,1,2,3,1,9,1,2,3,3,1
696,1,1,4,7,1,1,4,1,9,2,7,7,2,4
697,7,4,2,4,1,1,1,1,1,1,1,5,3,4
698,3,1,2,6,1,3,3,4,3,4,4,4,2,6
699,1,1,1,4,1,1,7,1,5,4,7,7,3,7
700,2,3,5,6,3,3,4,2,9,2,4,4,4,5
701,5,2,2,2,2,2,2,3,9,2,3,2,3,1
702,5,4,4,4,4,4,4,4,4,2,4,4,3,4
703,997,3,3,3,1,1,2,1,9,1,4,3,2,4
704,7,1,1,4,1,1,6,5,5,1,1,1,1,7
705,7,3,4,3,3,4,4,2,9,2,3,3,2,3
706,5,4,1,4,1,1,2,7,4,1,2,1,3,2
707,997,5,4,4,3,2,3,2,3,2,2,2,3,4
708,5,4,4,3,5,4,1,3,3,1,2,5,3,4
709,1,1,7,7,4,4,4,1,3,3,4,2,3,2
710,2,7,1,4,1,1,4,1,9,2,4,6,1,4
711,2,4,3,4,1,3,3,4,9,1,3,4,3,3
712,7,1,4,6,1,1,4,4,3,1,1,1,2,6
713,2,6,3,5,1,4,5,2,9,2,5,6,3,2
714,6,3,3,3,1,1,3,3,2,1,3,2,2,2
715,5,4,4,4,1,4,4,3,9,2,4,4,1,1
716,4,3,1,4,4,5,5,3,1,1,6,6,2,3
717,4,4,7,7,1,1,3,1,1,1,3,4,2,6
718,6,4,3,2,1,2,3,4,3,1,2,3,3,2
719,1,2,1,6,1,7,7,1,4,4,7,4,4,6
720,3,4,4,4,1,1,2,4,4,1,1,1,2,4
721,2,4,2,5,2,4,3,1,1,1,7,4,2,7
722,5,4,3,2,2,2,2,2,9,2,2,3,3,3
723,2,6,2,6,2,4,4,1,1,2,6,4,2,2
724,2,3,6,6,4,4,4,3,9,2,7,5,5,4
725,7,4,2,3,1,2,4,2,9,2,1,2,2,1
726,1,1,7,7,1,1,4,1,5,2,4,3,3,4
727,4,5,4,5,2,3,3,4,2,2,4,4,2,4
728,7,2,3,4,2,2,3,3,9,1,2,2,2,3
729,4,4,2,4,5,4,3,2,9,1,2,2,2,4
730,1,4,1,1,1,1,1,1,1,1,4,4,1,4
731,1,3,3,4,3,3,6,4,4,4,5,6,2,4
732,3,1,2,4,1,1,4,1,9,2,3,4,2,4
733,7,1,1,1,1,1,1,1,9,1,1,1,4,1
734,2,7,2,6,4,1,7,7,9,1,7,7,2,7
735,7,6,7,7,1,1,3,1,9,1,2,2,1,4
736,5,4,4,5,1,1,1,7,9,1,1,1,2,4
737,2,1,5,6,2,7,4,2,2,2,2,4,3,5
738,5,1,2,3,1,1,4,5,4,1,3,3,2,2
739,5,6,4,3,1,1,4,4,4,1,2,3,2,4
740,6,1,2,2,1,1,4,4,4,1,2,2,3,4
741,2,2,2,1,2,2,4,6,3,2,6,6,4,3
742,7,4,4,4,4,4,4,4,4,1,1,1,3,5
743,5,7,1,4,2,1,4,3,3,1,2,4,3,3
744,7,4,2,3,1,1,1,2,1,3,7,2,4,1
745,3,3,3,4,5,2,4,4,9,2,5,4,3,4
746,4,6,7,6,1,6,2,1,1,2,2,6,2,2
747,7,1,1,2,1,1,6,7,5,1,1,1,1,4
748,4,5,5,4,2,1,2,2,9,1,3,3,4,3
749,1,4,7,7,1,1,3,1,1,2,7,7,2,7
750,3,3,3,4,2,1,3,4,3,1,2,3,3,4
751,5,1,2,3,1,3,4,5,9,1,4,4,3,4
752,3,4,4,5,4,3,3,4,9,2,4,4,2,5
753,4,7,1,1,1,1,2,4,2,1,3,3,2,4
754,4,4,2,7,1,1,3,1,3,2,7,7,2,4
755,6,1,2,3,3,1,2,4,9,1,2,1,2,2
756,4,4,4,4,4,4,4,1,9,2,4,4,3,4
757,4,4,2,4,1,1,2,4,9,1,4,3,1,3
758,6,4,4,4,4,3,4,4,4,1,4,3,3,4
759,3,1,1,1,4,4,2,1,3,2,6,2,3,1
760,4,7,2,3,1,1,2,5,3,1,2,2,3,3
761,4,6,7,4,1,1,3,1,2,1,1,1,1,4
762,997,4,5,6,1,1,4,2,9,2,3,3,1,4
763,2,4,2,4,2,5,3,1,2,4,4,4,3,3
764,7,7,5,5,3,1,3,1,1,1,7,2,3,5
765,1,7,4,4,7,7,7,1,4,4,7,7,5,5
766,997,4,1,2,1,1,1,1,9,1,1,1,1,4
767,6,4,1,4,4,1,1,4,1,1,1,1,4,4
768,997,4,4,4,3,3,3,3,3,2,4,4,3,4
769,997,4,3,4,1,1,4,1,9,1,2,1,3,4
770,7,7,5,7,1,1,6,7,4,1,1,1,3,7
771,7,1,6,6,1,1,4,1,5,1,3,3,2,6
772,4,4,2,3,2,2,3,4,3,1,1,2,4,2
773,997,3,7,7,2,5,3,5,9,1,6,2,2,6
774,3,1,1,3,1,1,2,1,9,1,3,4,2,1
775,7,3,4,2,4,4,4,4,3,2,2,3,3,4
776,997,2,6,1,1,2,2,7,1,2,4,4,1,4
777,2,2,2,3,3,5,4,1,3,2,3,5,3,2
778,4,2,1,2,2,1,3,3,4,2,5,3,2,3
779,5,3,3,4,3,5,4,6,4,1,3,4,2,2
780,4,1,2,4,1,1,3,1,4,1,4,3,4,3
781,1,1,4,7,1,1,1,1,1,2,4,4,2,4
782,2,4,3,6,4,4,3,1,1,2,4,4,2,4
783,7,7,2,1,1,1,4,6,3,1,1,1,2,3
784,997,1,3,3,1,1,4,1,4,1,1,1,2,4
785,997,4,1,4,2,1,1,5,3,1,1,2,5,2
786,3,1,4,3,5,4,5,7,2,1,3,4,2,4
787,7,3,4,4,4,4,4,4,3,2,3,4,3,4
788,5,7,2,2,2,2,1,4,3,1,1,1,1,5
789,5,1,1,1,1,1,1,1,5,4,7,7,5,7
790,7,4,4,2,4,4,2,4,3,2,2,2,2,4
791,7,4,4,4,4,4,4,4,3,2,4,4,3,4
792,1,2,4,5,4,6,4,1,2,4,6,6,2,6
793,1,2,6,7,1,3,2,1,9,2,6,6,2,3
794,7,1,1,1,3,3,3,3,9,3,3,2,3,3
795,997,4,1,4,1,2,3,3,2,1,4,4,3,4
796,2,3,1,4,5,3,3,1,9,2,7,4,2,5
797,7,5,3,2,2,4,2,3,9,1,3,4,3,6
798,6,1,1,4,1,1,2,2,4,1,2,2,2,3
799,7,1,1,1,1,1,1,1,5,2,1,1,5,1
800,6,1,3,3,1,2,2,7,9,1,3,5,3,2
801,3,4,2,4,1,4,3,4,9,1,2,2,3,4
802,2,1,6,7,6,7,4,1,9,2,1,7,2,6
803,1,7,2,4,1,4,4,2,3,4,4,4,4,4
804,5,4,1,4,1,1,4,3,4,1,2,2,3,3
805,5,2,1,2,1,1,3,4,5,1,2,3,3,4
806,5,4,4,4,1,2,3,4,4,1,4,4,3,4
807,3,3,2,4,1,1,3,5,3,1,5,4,2,3
808,997,2,2,4,1,2,3,4,5,2,3,4,3,2
809,6,2,1,2,1,4,1,1,2,1,2,2,3,3
810,2,4,2,4,3,4,4,3,4,2,7,7,3,3
811,4,1,6,6,1,1,3,6,2,1,2,2,2,7
812,3,4,4,4,1,3,4,4,9,2,5,4,3,4
813,3,4,6,7,1,1,2,1,9,1,2,7,2,7
814,7,1,1,2,1,1,4,7,3,1,1,1,2,2
815,7,7,2,4,1,1,2,3,9,1,2,2,2,4
816,4,3,3,4,3,3,3,2,9,1,2,3,3,3
817,997,4,4,5,4,4,3,4,9,1,3,3,2,4
818,5,4,2,2,4,1,6,4,3,1,1,1,3,4
819,1,1,3,4,3,3,4,2,2,2,3,3,3,4
820,2,2,2,4,1,1,6,4,3,4,3,3,2,3
821,1,4,2,4,1,4,7,1,2,3,7,7,1,6
822,5,2,2,4,1,2,2,5,2,1,2,2,3,3
823,5,4,4,3,4,4,4,4,5,2,4,4,3,4
824,1,1,1,4,4,4,4,4,4,1,1,1,2,1
825,5,1,2,5,1,1,3,1,9,1,2,3,2,2
826,2,7,1,2,5,2,3,1,4,4,5,4,3,2
827,997,4,4,4,4,4,4,4,9,2,4,4,3,4
828,3,3,2,4,2,2,3,3,4,2,5,4,5,3
829,7,1,1,1,1,1,1,4,9,1,1,1,2,4
830,997,4,4,4,4,4,3,7,5,2,4,4,2,3
831,997,2,2,3,1,2,2,6,2,1,3,3,3,1
832,5,2,1,2,3,2,2,5,9,1,2,3,2,1
833,5,1,2,4,1,2,4,5,3,1,3,1,2,3
834,4,3,2,5,1,1,4,1,9,1,5,2,2,3
835,7,7,4,3,1,1,4,5,2,1,3,3,3,5
836,2,2,2,4,2,2,2,1,9,2,2,3,4,4
837,7,2,2,4,1,1,3,3,9,1,3,3,2,4
838,4,6,2,4,2,2,4,1,9,1,2,2,2,4
839,4,1,1,3,1,1,5,5,9,1,3,3,2,3
840,997,4,6,2,2,2,1,2,4,1,3,4,1,4
841,6,2,2,4,2,2,2,2,2,1,2,4,3,4
842,7,1,1,1,1,1,1,1,1,1,1,1,1,1
843,7,1,1,2,2,3,1,2,2,2,1,3,2,4
844,997,4,4,2,4,4,1,4,9,1,1,1,2,4
845,5,4,2,4,1,2,2,3,9,1,2,2,2,5
846,4,4,3,3,6,3,5,4,3,3,3,5,2,2
847,7,4,1,4,1,1,4,4,2,2,4,4,3,4
848,4,1,2,2,1,1,2,6,2,1,2,2,3,2
849,5,2,2,3,2,3,2,2,1,1,1,3,2,1
850,5,4,5,6,2,3,3,4,3,1,3,5,2,4
851,4,6,2,4,5,2,4,1,9,2,2,4,2,2
852,1,5,3,5,3,1,2,1,4,2,6,5,5,5
853,4,7,2,6,1,2,3,1,4,1,4,3,2,4
854,7,1,1,1,1,1,4,7,3,1,1,1,1,6
855,3,4,4,4,4,4,7,4,3,1,5,5,3,4
856,6,1,1,2,1,1,4,2,4,1,2,2,3,4
857,7,2,6,4,1,1,2,2,9,1,1,3,1,4
858,1,7,4,6,7,3,3,1,9,2,7,7,3,4
859,2,1,3,5,4,1,4,1,4,4,7,7,4,1
860,6,1,1,1,1,1,4,7,4,1,1,1,2,7
861,997,4,4,4,4,4,3,3,9,1,3,3,3,2
862,6,1,2,4,1,3,2,6,5,1,1,1,2,5
863,6,1,1,2,1,1,2,7,3,1,1,1,3,4
864,4,4,4,4,5,3,6,4,9,4,2,4,3,4
865,997,1,2,4,1,1,1,2,2,1,2,3,4,4
866,6,3,4,4,1,1,2,1,3,2,4,3,1,3
867,1,1,4,6,1,1,7,4,2,1,1,7,2,7
868,3,3,4,4,1,2,4,1,4,2,6,6,3,2
869,997,2,2,4,1,1,2,2,1,1,4,4,2,4
870,4,2,2,2,1,1,6,5,3,1,3,3,2,6
871,6,4,4,4,3,4,4,4,4,1,3,4,2,4
872,4,4,5,6,4,3,1,2,2,1,4,3,4,3
873,6,1,1,4,1,1,4,3,5,1,1,1,2,6
874,4,5,4,4,1,2,5,1,9,4,4,3,2,4
875,3,4,3,5,2,4,2,4,4,2,4,4,4,4
876,6,1,3,5,1,1,5,6,3,1,1,1,1,7
877,6,1,2,4,1,2,2,7,9,1,1,2,2,6
878,4,1,3,6,1,1,2,2,9,2,3,3,2,2
879,4,1,2,4,1,2,4,1,3,2,3,3,2,3
880,6,1,1,2,1,1,4,6,4,1,2,3,3,6
881,4,3,3,4,7,7,2,2,1,2,4,4,2,3
882,997,4,4,4,4,4,4,4,9,1,1,1,1,4
883,4,5,2,3,1,1,3,7,9,1,2,2,2,6
884,5,2,2,2,1,1,3,6,9,1,1,1,2,5
885,997,2,7,4,1,1,4,7,3,2,4,4,3,4
886,4,4,4,5,1,1,1,2,2,1,1,4,2,7
887,7,4,5,6,2,1,4,1,9,1,1,6,1,4
888,997,1,2,4,7,4,3,2,9,1,4,4,2,2
889,4,1,2,4,3,4,1,1,1,1,4,4,3,7
890,4,1,1,1,2,1,4,7,5,1,1,1,3,1
891,4,1,1,3,1,1,4,7,9,1,3,2,2,7
892,5,7,1,4,1,1,1,1,9,1,2,3,3,1
893,6,1,4,5,1,3,2,3,9,1,1,2,1,6
894,2,5,4,4,2,4,5,3,4,3,7,4,3,7
895,2,4,2,5,1,5,4,5,9,4,4,4,2,3
896,3,1,2,2,1,2,3,7,9,1,2,3,2,2
897,7,7,1,1,1,1,1,6,4,1,1,1,2,6
898,1,4,5,4,5,5,5,2,2,2,7,7,3,4
899,3,4,4,4,1,1,4,3,3,1,3,3,3,4
900,6,1,2,2,1,1,4,7,4,1,1,1,2,6
901,6,1,2,2,1,1,4,5,3,1,3,4,2,5
902,7,1,1,1,2,1,6,1,4,1,2,5,8,2
903,4,4,7,7,7,7,7,1,2,2,4,3,3,4
904,7,1,1,1,1,1,5,7,4,1,1,1,2,7
905,1,1,2,4,3,3,2,1,2,1,5,4,2,4
906,4,4,1,4,3,3,7,1,5,1,1,4,2,1
907,1,6,1,4,3,6,3,1,9,2,4,4,3,5
908,997,4,4,4,1,4,4,4,5,2,4,4,3,4
909,1,3,2,3,2,5,3,1,3,2,5,3,1,6
910,5,5,3,3,5,2,6,5,3,1,3,4,2,3
911,5,7,1,6,3,1,3,2,4,1,1,1,2,6
912,6,1,1,2,1,1,6,7,5,1,1,2,2,6
913,4,4,7,2,1,1,3,1,1,1,4,4,2,5
914,7,4,3,5,4,5,5,3,9,3,3,4,3,5
